top_500_rank,title,author,pub_year,orig_lang,genre,author_birth,author_death,author_gender,author_primary_lang,author_nationality,author_field_of_activity,author_occupation,oclc_holdings,oclc_eholdings,oclc_total_editions,oclc_holdings_rank,oclc_editions_rank,gr_avg_rating,gr_num_ratings,gr_num_reviews,gr_avg_rating_rank,gr_num_ratings_rank,oclc_owi,author_viaf,gr_url,wiki_url,pg_eng_url,pg_orig_url,year,week,rank,title_id,nyt_title,novel_length_chars,novel_length_words,mentions_she,he_counts,she_counts,they_counts,pg_book_id,pub_date
47,Ulysses,James Joyce,1922,English,na,1882,1941,male,eng,IE,"short stories,novels",novelists,17773.0,1352.0,1955.0,49.0,57.0,3.75,"127,499","9,351",421,289,395796.0,44300643,https://www.goodreads.com/book/show/338798.Ulysses?ref=nav_sb_ss_1_7,https://en.wikipedia.org/wiki/Ulysses_(novel),https://www.gutenberg.org/cache/epub/4300/pg4300.txt,,1934.0,1934-03-19,4.0,7041.0,ULYSSES,1572179.0,268091.0,True,2970.0,832.0,802.0,4300,1922-01-01
47,Ulysses,James Joyce,1922,English,na,1882,1941,male,eng,IE,"short stories,novels",novelists,17773.0,1352.0,1955.0,49.0,57.0,3.75,"127,499","9,351",421,289,395796.0,44300643,https://www.goodreads.com/book/show/338798.Ulysses?ref=nav_sb_ss_1_7,https://en.wikipedia.org/wiki/Ulysses_(novel),https://www.gutenberg.org/cache/epub/4300/pg4300.txt,,1934.0,1934-03-26,6.0,7041.0,ULYSSES,1572179.0,268091.0,True,2970.0,832.0,802.0,4300,1922-01-01
47,Ulysses,James Joyce,1922,English,na,1882,1941,male,eng,IE,"short stories,novels",novelists,17773.0,1352.0,1955.0,49.0,57.0,3.75,"127,499","9,351",421,289,395796.0,44300643,https://www.goodreads.com/book/show/338798.Ulysses?ref=nav_sb_ss_1_7,https://en.wikipedia.org/wiki/Ulysses_(novel),https://www.gutenberg.org/cache/epub/4300/pg4300.txt,,1934.0,1934-04-02,4.0,7041.0,ULYSSES,1572179.0,268091.0,True,2970.0,832.0,802.0,4300,1922-01-01
48,The Complete Sherlock Holmes,Arthur Conan Doyle,1930,English,mystery,1859,1930,male,eng,GB,"spiritualism,medicine,literature","spiritualists,physicians,authors english",5462.0,447.0,228.0,472.0,380.0,4.5,"198,572","4,893",6,240,3771209.0,65283845,https://www.goodreads.com/book/show/188572.The_Complete_Sherlock_Holmes?ref=nav_sb_ss_1_28,https://en.wikipedia.org/wiki/A_Study_in_Scarlet,https://www.gutenberg.org/cache/epub/244/pg244.txt,,,,,,,263857.0,46472.0,True,633.0,75.0,134.0,244,1930-01-01
49,The Count of Monte Cristo,Alexandre Dumas,1846,French,history,1802,1870,male,fre,FR,,"author,novelist,dramatist,novelists,dramatists,authors",16964.0,8717.0,2334.0,56.0,44.0,4.3,"908,474","31,025",33,90,596455.0,51688902,https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo?ref=nav_sb_ss_1_25,https://en.wikipedia.org/wiki/The_Count_of_Monte_Cristo,https://www.gutenberg.org/cache/epub/1184/pg1184.txt,https://www.gutenberg.org/cache/epub/17989/pg17989.txt ; https://www.gutenberg.org/cache/epub/17990/pg17990.txt ; https://www.gutenberg.org/cache/epub/17991/pg17991.txt ; https://www.gutenberg.org/cache/epub/17992/pg17992.txt,,,,,,2708331.0,464025.0,True,6038.0,1185.0,1136.0,1184,1846-01-01
50,The Old Man and the Sea,Ernest Hemingway,1952,English,allegories,1899,1961,male,eng,US,"short stories,novels,journalism,fiction","novelists,journalists",17642.0,609.0,2088.0,52.0,47.0,3.8,"1,139,566","39,222",391,77,3134277083.0,97006051,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea?ref=nav_sb_ss_1_23,https://en.wikipedia.org/wiki/The_Old_Man_and_the_Sea,NA_not-pub-domain,,,,,,,,,False,,,,,1952-01-01
51,"The Lion, the Witch, and the Wardrobe",C.S. Lewis,1950,English,fantasy,1898,1963,male,eng,GB,"science fiction,novels,fiction,childrens literature","scholars,broadcasters,authors",17651.0,521.0,817.0,51.0,175.0,4.24,"2,780,127","32,995",52,29,587695.0,22144877,https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe?ref=nav_sb_ss_1_37,"https://en.wikipedia.org/wiki/The_Lion,_the_Witch_and_the_Wardrobe",NA_not-pub-domain,,,,,,,,,False,,,,,1950-01-01
52,The Hunchback of Notre Dame,Victor Hugo,1831,French,history,1802,1885,male,fre,FR,,authors french,20030.0,7775.0,3086.0,31.0,26.0,4.01,"200,247","7,354",214,236,2829969855.0,9847974,https://www.goodreads.com/book/show/30597.The_Hunchback_of_Notre_Dame?ref=nav_sb_ss_1_27,https://en.wikipedia.org/wiki/The_Hunchback_of_Notre-Dame,https://www.gutenberg.org/cache/epub/2610/pg2610.txt,https://www.gutenberg.org/cache/epub/70891/pg70891.txt ; https://www.gutenberg.org/cache/epub/71445/pg71445.txt,,,,,,1212888.0,187639.0,True,1631.0,752.0,378.0,2610,1831-01-01
53,Pinocchio,Carlo Collodi,1883,Italian,na,1826,1890,male,ita,IT,,,5546.0,2606.0,395.0,469.0,280.0,3.85,"80,317","3,667",357,346,5145527583.0,24599845,https://www.goodreads.com/book/show/180617.Pinocchio?ref=nav_sb_ss_1_9,https://en.wikipedia.org/wiki/The_Adventures_of_Pinocchio,https://www.gutenberg.org/cache/epub/500/pg500.txt,https://www.gutenberg.org/cache/epub/52484/pg52484.txt,,,,,,239398.0,42946.0,True,729.0,42.0,165.0,500,1883-01-01
54,One Hundred Years of Solitude,Gabriel García Márquez,1967,Spanish,na,1927,2014,male,spa,CO,"magic realist fiction,magic realism literature,journalism,screenplays","novelists,journalists,authors",9508.0,112.0,273.0,201.0,349.0,4.11,"965,067","45,234",129,82,1414745865.0,54147956,https://www.goodreads.com/book/show/320.One_Hundred_Years_of_Solitude?ref=nav_sb_ss_1_29,https://en.wikipedia.org/wiki/One_Hundred_Years_of_Solitude,NA_not-pub-domain,unavailable,,,,,,,,False,,,,,1967-01-01
55,Ivanhoe,Walter Scott,1819,English,history,1771,1832,male,eng,GB,,"poet,novelist,historian,biographer",18279.0,9165.0,3861.0,40.0,12.0,3.76,"94,551","3,071",415,329,27789.0,95207079,https://www.goodreads.com/book/show/6440.Ivanhoe?ref=nav_sb_ss_1_7,https://en.wikipedia.org/wiki/Ivanhoe,https://www.gutenberg.org/cache/epub/82/pg82.txt,,,,,,,1144598.0,194683.0,True,1633.0,291.0,588.0,82,1819-01-01
56,The Red Badge of Courage,Stephen Crane,1895,English,history,1871,1900,male,eng,US,,,14572.0,6822.0,1125.0,86.0,137.0,3.29,"103,976","4,404",499,315,8372.0,100175928,https://www.goodreads.com/book/show/35220.The_Red_Badge_of_Courage_Annotated_Enriched_Classics_?ref=nav_sb_ss_1_24,https://en.wikipedia.org/wiki/The_Red_Badge_of_Courage,https://www.gutenberg.org/cache/epub/73/pg73.txt,,,,,,,283486.0,49167.0,True,919.0,8.0,243.0,73,1895-01-01
57,Anne of Green Gables,L.M. Montgomery,1908,English,na,1874,1942,female,eng,CA,"novels,fiction,childrens stories","novelists,authors",17732.0,4722.0,1475.0,50.0,96.0,4.31,"971,942","38,454",29,81,41512.0,30145542359096640697,https://www.goodreads.com/book/show/8127.Anne_of_Green_Gables?ref=nav_sb_ss_1_20,https://en.wikipedia.org/wiki/Anne_of_Green_Gables,https://www.gutenberg.org/cache/epub/45/pg45.txt,,,,,,,591613.0,105546.0,True,403.0,1194.0,250.0,45,1908-01-01
58,Black Beauty,Anna Sewell,1877,English,na,1820,1878,female,eng,GB,,novelists,13376.0,2685.0,1541.0,102.0,86.0,3.99,"277,174","6,704",235,204,6127.0,5052475,https://www.goodreads.com/book/show/3685.Black_Beauty?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/Black_Beauty,https://www.gutenberg.org/cache/epub/271/pg271.txt,,,,,,,329770.0,63015.0,True,969.0,231.0,292.0,271,1877-01-01
59,Peter Pan,J.M. Barrie,1911,English,fantasy,1860,1937,male,eng,GB,,"novelist,dramatist,author",10517.0,1311.0,725.0,156.0,191.0,4.04,"345,693","16,296",187,179,11033865788.0,64001320,https://www.goodreads.com/book/show/34268.Peter_Pan?ref=nav_sb_ss_1_9,https://en.wikipedia.org/wiki/Peter_and_Wendy,https://www.gutenberg.org/cache/epub/16/pg16.txt,,,,,,,281504.0,50305.0,True,879.0,476.0,476.0,16,1911-01-01
60,A Farewell to Arms,Ernest Hemingway,1929,English,war,1899,1961,male,eng,US,"short stories,novels,journalism,fiction","novelists,journalists",16995.0,474.0,1410.0,54.0,103.0,3.82,"320,119","13,881",383,187,3180.0,97006051,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms?ref=nav_sb_ss_1_18,https://en.wikipedia.org/wiki/A_Farewell_to_Arms,NA_not-pub-domain,,,,,,,,,False,,,,,1929-01-01
61,The House of the Seven Gables,Nathaniel Hawthorne,1851,English,na,1804,1864,male,eng,US,,"novelists,authors",14410.0,7043.0,1371.0,88.0,107.0,3.45,"39,746","2,861",490,410,265504.0,44435463,https://www.goodreads.com/book/show/90192.The_House_of_the_Seven_Gables?ref=nav_sb_ss_1_29,https://en.wikipedia.org/wiki/The_House_of_the_Seven_Gables,https://www.gutenberg.org/cache/epub/77/pg77.txt,,,,,,,641431.0,107929.0,True,671.0,418.0,214.0,77,1851-01-01
62,Lord of the Flies,William Golding,1954,English,na,1911,1993,male,eng,GB,,"poets,novelists,dramatists",16876.0,638.0,1233.0,58.0,119.0,3.69,"2,888,642","55,326",444,27,2517105304.0,89500102,https://www.goodreads.com/book/show/7624.Lord_of_the_Flies?ref=nav_sb_ss_1_17,https://en.wikipedia.org/wiki/Lord_of_the_Flies,NA_not-pub-domain,,,,,,,,,False,,,,,1954-01-01
63,The Prince and the Pauper,Mark Twain,1881,English,history,1835,1910,male,eng,US,"wit and humor,literature,humor","lecturers,humorists,authors",15409.0,7072.0,1654.0,74.0,74.0,3.87,"119,064","2,806",344,296,49738.0,50566653,https://www.goodreads.com/book/show/62446.The_Prince_and_the_Pauper?ref=nav_sb_ss_1_25,https://en.wikipedia.org/wiki/The_Prince_and_the_Pauper,https://www.gutenberg.org/cache/epub/1837/pg1837.txt,,,,,,,423902.0,73115.0,True,1014.0,127.0,224.0,1837,1881-01-01
64,A Portrait of the Artist as a Young Man,James Joyce,1916,English,bildung,1882,1941,male,eng,IE,"short stories,novels",novelists,15478.0,5442.0,1499.0,71.0,90.0,3.64,"151,213","7,577",464,273,327253.0,44300643,https://www.goodreads.com/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man?ref=nav_sb_ss_1_39,https://en.wikipedia.org/wiki/A_Portrait_of_the_Artist_as_a_Young_Man,https://www.gutenberg.org/cache/epub/4217/pg4217.txt,,,,,,,492329.0,87900.0,True,1259.0,103.0,265.0,4217,1916-01-01
65,Lord Jim,Joseph Conrad,1900,English,na,1857,1924,male,eng,GB,english literature,novelists,15227.0,5955.0,1892.0,77.0,65.0,3.62,"30,981","1,687",470,432,453569.0,73862853,https://www.goodreads.com/book/show/12194.Lord_Jim?ref=nav_sb_ss_1_8,https://en.wikipedia.org/wiki/Lord_Jim,https://www.gutenberg.org/cache/epub/5658/pg5658.txt,,,,,,,740853.0,133050.0,True,2098.0,201.0,265.0,5658,1900-01-01
66,Harry Potter and the Chamber of Secrets,J.K. Rowling,1998,English,fantasy,1965,ALIVE,female,eng,GB,"young adult fiction,young adult fantasy,fantasy fiction,fantasy,novels","novelists,authors,writers",18109.0,947.0,831.0,43.0,172.0,4.43,"3,895,830","78,904",14,11,3810426007.0,116796842,https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?ref=nav_sb_ss_1_39,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets,NA_not-pub-domain,,,,,,,,,False,,,,,1998-01-01
67,The Red & the Black,Stendhal,1830,French,bildung,1783,1842,male,fre,FR,,authors,,,,,,3.87,"74,618","3,236",345,354,,17823,https://www.goodreads.com/book/show/14662.The_Red_and_the_Black?ref=nav_sb_ss_1_19,https://en.wikipedia.org/wiki/The_Red_and_the_Black,https://www.gutenberg.org/cache/epub/44747/pg44747.txt,https://www.gutenberg.org/cache/epub/798/pg798.txt,,,,,,1122646.0,196662.0,True,2824.0,1115.0,476.0,44747,1830-01-01
68,The Stranger,Albert Camus,1942,French,na,1913,1960,male,fre,FR,existentialism,"philosophers,journalists,authors",16742.0,626.0,1898.0,60.0,61.0,4.02,"1,080,389","48,517",199,79,2517178012.0,97000332,https://www.goodreads.com/book/show/49552.The_Stranger?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/The_Stranger_(Camus_novel),NA_not-pub-domain,unavailable,,,,,,,,False,,,,,1942-01-01
69,The Trial,Franz Kafka,1925,German,allegories,1883,1924,male,ger,CZ,"fiction,drawing","novelists,insurance companies employees",15489.0,2842.0,2548.0,69.0,36.0,3.96,"322,494","14,247",263,185,3137877240.0,56611857,https://www.goodreads.com/book/show/17690.The_Trial?ref=nav_sb_ss_2_9,https://en.wikipedia.org/wiki/The_Trial,https://www.gutenberg.org/cache/epub/7849/pg7849.txt,https://www.gutenberg.org/cache/epub/69327/pg69327.txt,,,,,,476644.0,86852.0,True,1809.0,255.0,405.0,7849,1925-01-01
70,Lady Chatterley's Lover,D.H. Lawrence,1928,English,na,1885,1930,male,eng,GB,english literature,"poets,novelists,dramatists",13228.0,4074.0,1316.0,104.0,113.0,3.5,"124,934","7,700",486,294,2830915423.0,95150359,https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover?ref=nav_sb_ss_1_23,https://en.wikipedia.org/wiki/Lady_Chatterley%27s_Lover,NA_unavailable,,,,,,,,,False,,,,,1928-01-01
71,Kidnapped: The Adventures of David Balfour,Robert Louis Stevenson,1886,English,history,1850,1894,male,eng,GB,,"travel writers,poets,novelists",1231.0,25.0,26.0,494.0,494.0,3.79,"64,477","2,559",398,369,4917775171.0,95207986,https://www.goodreads.com/book/show/43186363-kidnapped?ref=nav_sb_ss_1_42,https://en.wikipedia.org/wiki/Kidnapped_(novel),https://www.gutenberg.org/cache/epub/421/pg421.txt,,,,,,,451255.0,84939.0,True,1147.0,67.0,212.0,421,1886-01-01
72,The Catcher in the Rye,J.D. Salinger,1951,English,bildung,1919,2010,male,eng,US,,novelists american,15149.0,724.0,1028.0,81.0,148.0,3.8,"3,503,812","84,269",392,16,375516175.0,17092,https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye?from_search=true&from_srp=true&qid=cmOhlqqyD1&rank=1,https://en.wikipedia.org/wiki/The_Catcher_in_the_Rye,NA_not-pub-domain,,,,,,,,,False,,,,,1951-01-01
73,Fahrenheit 451,Ray Bradbury,1953,English,scifi,1920,2012,male,eng,US,"science fiction,literature",author,14960.0,544.0,1137.0,83.0,136.0,3.97,"2,397,851","73,042",255,35,346202.0,12305881,https://www.goodreads.com/book/show/13079982-fahrenheit-451?ref=nav_sb_ss_1_14,https://en.wikipedia.org/wiki/Fahrenheit_451,NA_not-pub-domain,,,,,,,,,False,,,,,1953-01-01
74,A Journey to the Center of the Earth,Jules Verne,1864,French,scifi,1828,1905,male,fre,FR,"drama,voyages imaginary,science fiction,poetry,novels,action and adventure fiction","poets,novelists,authors french,playwrights",13543.0,2881.0,2026.0,98.0,54.0,3.85,"199,026","8,524",358,238,25765616.0,76323989,https://www.goodreads.com/book/show/32829.Journey_to_the_Center_of_the_Earth,https://en.wikipedia.org/wiki/Journey_to_the_Center_of_the_Earth,https://www.gutenberg.org/cache/epub/18857/pg18857.txt,https://www.gutenberg.org/cache/epub/4791/pg4791.txt,,,,,,517720.0,88884.0,True,445.0,20.0,84.0,18857,1864-01-01
75,Vanity Fair,William Makepeace Thackeray,1848,English,na,1811,1863,male,eng,GB,,"novelists,illustrators,authors",15173.0,4972.0,1907.0,79.0,59.0,3.8,"127,840","4,451",393,288,3372561869.0,95208604,https://www.goodreads.com/book/show/5797.Vanity_Fair?ref=nav_sb_ss_1_11,https://en.wikipedia.org/wiki/Vanity_Fair_(novel),https://www.gutenberg.org/cache/epub/599/pg599.txt,,,,,,,1765717.0,305420.0,True,3006.0,2459.0,770.0,599,1848-01-01
76,All Quiet on the Western Front,Erich Maria Remarque,1929,German,war,1898,1970,male,ger,DE,,"novelists,authors german",15690.0,1675.0,1712.0,66.0,71.0,4.07,"456,883","17,865",164,151,1806412163.0,61551298,https://www.goodreads.com/book/show/355697.All_Quiet_on_the_Western_Front?ref=nav_sb_ss_1_30,https://en.wikipedia.org/wiki/All_Quiet_on_the_Western_Front,NA_not-pub-domain,unavailable,,,,,,,,False,,,,,1929-01-01
77,Gone with the Wind,Margaret Mitchell,1936,English,history,1900,1949,female,eng,US,,"journalists,authors",13414.0,416.0,875.0,101.0,164.0,4.31,"1,205,120","24,146",30,71,101013.0,27068921,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind?ref=nav_sb_ss_1_18,https://en.wikipedia.org/wiki/Gone_with_the_Wind_(novel),NA_not-pub-domain,,,,,,,,,False,,,,,1936-01-01
78,My Ántonia,Willa Cather,1918,English,na,1873,1947,female,eng,US,,,15154.0,6909.0,780.0,80.0,181.0,3.83,"137,245","9,062",375,279,15523.0,2480701,https://www.goodreads.com/book/show/17150.My_ntonia?ref=nav_sb_ss_1_10,https://en.wikipedia.org/wiki/My_%C3%81ntonia,https://www.gutenberg.org/cache/epub/242/pg242.txt,,,,,,,468552.0,84403.0,True,802.0,681.0,309.0,242,1918-01-01
79,Of Mice and Men,John Steinbeck,1937,English,na,1902,1968,male,eng,US,literature,authors,19861.0,583.0,1497.0,33.0,92.0,3.88,"2,529,003","52,115",332,32,4140851160.0,96992551,https://www.goodreads.com/book/show/890.Of_Mice_and_Men?ref=nav_sb_ss_1_15,https://en.wikipedia.org/wiki/Of_Mice_and_Men,NA_not-pub-domain,,,,,,,,,False,,,,,1937-01-01
80,The Vicar of Wakefield,Oliver Goldsmith,1766,English,na,1730?,1774,male,eng,GB,,"poets,novelists,playwrights",15582.0,12231.0,3798.0,68.0,14.0,3.46,"10,125",662,489,485,327398.0,100167171,https://www.goodreads.com/book/show/112510.The_Vicar_of_Wakefield?ref=nav_sb_ss_1_22,https://en.wikipedia.org/wiki/The_Vicar_of_Wakefield,https://www.gutenberg.org/cache/epub/2667/pg2667.txt,,,,,,,,,False,,,,2667,1766-01-01
81,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,English,fantasy,1835,1910,male,eng,US,"wit and humor,literature,humor","lecturers,humorists,authors",15409.0,7072.0,1654.0,75.0,75.0,3.77,"103,170","3,887",411,316,49738.0,50566653,https://www.goodreads.com/book/show/162898.A_Connecticut_Yankee_in_King_Arthur_s_Court?ref=nav_sb_ss_1_43,https://en.wikipedia.org/wiki/A_Connecticut_Yankee_in_King_Arthur%27s_Court,https://www.gutenberg.org/cache/epub/86/pg86.txt,,,,,,,676204.0,120863.0,True,870.0,271.0,624.0,86,1889-01-01
82,White Fang,Jack London,1906,English,action,1876,1916,male,eng,US,,"novelists american,authors american",18081.0,7967.0,2062.0,45.0,50.0,4.02,"189,034","6,305",200,246,2242253940.0,46764200,https://www.goodreads.com/book/show/43035.White_Fang?ref=nav_sb_ss_1_10,https://en.wikipedia.org/wiki/White_Fang,https://www.gutenberg.org/cache/epub/910/pg910.txt,,,,,,,424679.0,75213.0,True,1546.0,189.0,245.0,910,1906-01-01
83,Fathers and Sons,Ivan Sergeevich Turgenev,1862,Russian,na,1818,1883,male,rus,RU,,authors russian,12709.0,3577.0,1193.0,112.0,126.0,3.99,"88,818","4,073",236,338,4494933194.0,41847346,https://www.goodreads.com/book/show/19117.Fathers_and_Sons?ref=nav_sb_ss_1_16,https://en.wikipedia.org/wiki/Fathers_and_Sons_(novel),https://www.gutenberg.org/cache/epub/47935/pg47935.txt,unavailable,,,,,,487726.0,82787.0,True,1197.0,559.0,125.0,47935,1862-01-01
84,Doctor Zhivago,Boris Leonidovich Pasternak,1957,Russian,history,1890,1960,male,rus,RU,,authors russian,8178.0,230.0,347.0,265.0,304.0,4.01,"96,443","4,363",215,326,12392495264.0,68933968,https://www.goodreads.com/book/show/130440.Doctor_Zhivago?ref=nav_sb_ss_1_14,https://en.wikipedia.org/wiki/Doctor_Zhivago_(novel),NA_not-pub-domain,unavailable,,,,,,,,False,,,,,1957-01-01
85,The Decameron,Giovanni Boccaccio,1351,Italian,na,1313,1375,male,ita,IT,,"poets,humanists,authors",15444.0,1311.0,3294.0,72.0,23.0,3.88,"39,870","1,910",333,409,4451843194.0,64002165,https://www.goodreads.com/book/show/51799.The_Decameron?ref=nav_sb_ss_1_13,https://en.wikipedia.org/wiki/The_Decameron,https://www.gutenberg.org/cache/epub/23700/pg23700.txt,unavailable,,,,,,1750214.0,310927.0,True,4660.0,2184.0,1550.0,23700,1351-01-01
86,Nineteen Eighty-Four,George Orwell,1949,English,political,1903,1950,male,eng,GB,fiction,"novelists,authors",16690.0,321.0,1189.0,62.0,128.0,4.19,"4,558,358","113,880",77,7,1908975549.0,95155403,https://www.goodreads.com/book/show/5471.Nineteen_Eighty_Four?from_search=true&from_srp=true&qid=Exz83MvWKn&rank=1,https://en.wikipedia.org/wiki/Nineteen_Eighty-Four,NA_not-pub-domain,,,,,,,,,False,,,,,1949-01-01
87,The Jungle,Upton Sinclair,1906,English,political,1878,1968,male,eng,US,,novelists,13314.0,5698.0,856.0,103.0,166.0,3.77,"144,955","7,162",412,274,34417.0,32002923,https://www.goodreads.com/book/show/41681.The_Jungle?ref=nav_sb_ss_1_10,https://en.wikipedia.org/wiki/The_Jungle,https://www.gutenberg.org/cache/epub/140/pg140.txt,,,,,,,841921.0,152231.0,True,2758.0,667.0,1248.0,140,1906-01-01
88,The Da Vinci Code,Dan Brown,2003,English,mystery,1964,ALIVE,male,eng,US,"suspense fiction,fiction","novelists american,authors american",13507.0,756.0,705.0,100.0,199.0,3.91,"2,341,900","54,616",311,37,925261.0,102403515,https://www.goodreads.com/book/show/968.The_Da_Vinci_Code?ref=nav_sb_ss_1_17,https://en.wikipedia.org/wiki/The_Da_Vinci_Code,NA_not-pub-domain,,,,,,,,,False,,,,,2003-01-01
89,Persuasion,Jane Austen,1818,English,romance,1775,1817,female,eng,GB,"fiction,novels","novelists,authors",36023.0,15545.0,4889.0,3.0,4.0,4.15,"697,703","32,466",101,115,1881837462.0,102333412,https://www.goodreads.com/book/show/2156.Persuasion?ref=nav_sb_ss_1_10,https://en.wikipedia.org/wiki/Persuasion_(novel),https://www.gutenberg.org/cache/epub/105/pg105.txt,,,,,,,492873.0,86371.0,True,738.0,819.0,324.0,105,1818-01-01
90,Mansfield Park,Jane Austen,1814,English,romance,1775,1817,female,eng,GB,"fiction,novels","novelists,authors",15034.0,7208.0,1894.0,82.0,63.0,3.86,"347,543","14,726",350,178,414477.0,102333412,https://www.goodreads.com/book/show/45032.Mansfield_Park?ref=nav_sb_ss_1_14,https://en.wikipedia.org/wiki/Mansfield_Park,https://www.gutenberg.org/cache/epub/141/pg141.txt,,,,,,,919320.0,162750.0,True,1262.0,1754.0,426.0,141,1814-01-01
