top_500_rank,title,author,pub_year,orig_lang,genre,author_birth,author_death,author_gender,author_primary_lang,author_nationality,author_field_of_activity,author_occupation,oclc_holdings,oclc_eholdings,oclc_total_editions,oclc_holdings_rank,oclc_editions_rank,gr_avg_rating,gr_num_ratings,gr_num_reviews,gr_avg_rating_rank,gr_num_ratings_rank,oclc_owi,author_viaf,gr_url,wiki_url,pg_eng_url,pg_orig_url,year,week,rank,title_id,nyt_title,novel_length_chars,novel_length_words,mentions_she,he_counts,she_counts,they_counts,pg_book_id,pub_date
295,The Mystery of Edwin Drood,Charles Dickens,1870,English,na,1812,1870,male,eng,GB,english literature,"authors english,writers,novelists",7338.0,4480.0,1306.0,312.0,115.0,3.67,"12,253","1,003",458,480,3493.0,88666393,https://www.goodreads.com/book/show/329957.The_Mystery_of_Edwin_Drood?ref=nav_sb_ss_1_26,https://en.wikipedia.org/wiki/The_Mystery_of_Edwin_Drood,https://www.gutenberg.org/cache/epub/564/pg564.txt,,,,,,,571267.0,98795.0,True,1015.0,310.0,238.0,564,1870-01-01
296,Brideshead Revisited,Evelyn Waugh,1945,English,na,1903,1966,male,eng,GB,,,6275.0,161.0,351.0,431.0,301.0,4.0,"112,443","6,771",229,302,3772470840.0,68937142,https://www.goodreads.com/book/show/30933.Brideshead_Revisited?ref=nav_sb_ss_1_20,https://en.wikipedia.org/wiki/Brideshead_Revisited,NA_not-pub-domain,,,,,,,,,False,,,,,1945-01-01
297,The Pelican Brief,John Grisham,1992,English,mystery,1955,ALIVE,male,eng,US,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",6715.0,461.0,360.0,376.0,298.0,4.05,"427,885","3,454",182,159,835069.0,7449742,https://www.goodreads.com/book/show/32499.The_Pelican_Brief?ref=nav_sb_ss_1_17,https://en.wikipedia.org/wiki/The_Pelican_Brief,NA_not-pub-domain,,,,,,,,,False,,,,,1992-01-01
298,Atonement,Ian McEwan,2001,English,na,1948,ALIVE,male,eng,GB,"playwriting,motion picture authorship","screenwriters,dramatists,authors",7565.0,1135.0,324.0,295.0,319.0,3.94,"517,674","22,428",293,141,799582.0,109587997,https://www.goodreads.com/book/show/6867.Atonement?ref=nav_sb_ss_1_9#CommunityReviews,https://en.wikipedia.org/wiki/Atonement_(novel),NA_not-pub-domain,,2002.0,2002-03-31,4.0,543.0,ATONEMENT,,,False,,,,,2001-01-01
298,Atonement,Ian McEwan,2001,English,na,1948,ALIVE,male,eng,GB,"playwriting,motion picture authorship","screenwriters,dramatists,authors",7565.0,1135.0,324.0,295.0,319.0,3.94,"517,674","22,428",293,141,799582.0,109587997,https://www.goodreads.com/book/show/6867.Atonement?ref=nav_sb_ss_1_9#CommunityReviews,https://en.wikipedia.org/wiki/Atonement_(novel),NA_not-pub-domain,,2002.0,2002-04-07,7.0,543.0,ATONEMENT,,,False,,,,,2001-01-01
298,Atonement,Ian McEwan,2001,English,na,1948,ALIVE,male,eng,GB,"playwriting,motion picture authorship","screenwriters,dramatists,authors",7565.0,1135.0,324.0,295.0,319.0,3.94,"517,674","22,428",293,141,799582.0,109587997,https://www.goodreads.com/book/show/6867.Atonement?ref=nav_sb_ss_1_9#CommunityReviews,https://en.wikipedia.org/wiki/Atonement_(novel),NA_not-pub-domain,,2002.0,2002-04-14,8.0,543.0,ATONEMENT,,,False,,,,,2001-01-01
298,Atonement,Ian McEwan,2001,English,na,1948,ALIVE,male,eng,GB,"playwriting,motion picture authorship","screenwriters,dramatists,authors",7565.0,1135.0,324.0,295.0,319.0,3.94,"517,674","22,428",293,141,799582.0,109587997,https://www.goodreads.com/book/show/6867.Atonement?ref=nav_sb_ss_1_9#CommunityReviews,https://en.wikipedia.org/wiki/Atonement_(novel),NA_not-pub-domain,,2002.0,2002-04-21,7.0,543.0,ATONEMENT,,,False,,,,,2001-01-01
298,Atonement,Ian McEwan,2001,English,na,1948,ALIVE,male,eng,GB,"playwriting,motion picture authorship","screenwriters,dramatists,authors",7565.0,1135.0,324.0,295.0,319.0,3.94,"517,674","22,428",293,141,799582.0,109587997,https://www.goodreads.com/book/show/6867.Atonement?ref=nav_sb_ss_1_9#CommunityReviews,https://en.wikipedia.org/wiki/Atonement_(novel),NA_not-pub-domain,,2002.0,2002-04-28,7.0,543.0,ATONEMENT,,,False,,,,,2001-01-01
298,Atonement,Ian McEwan,2001,English,na,1948,ALIVE,male,eng,GB,"playwriting,motion picture authorship","screenwriters,dramatists,authors",7565.0,1135.0,324.0,295.0,319.0,3.94,"517,674","22,428",293,141,799582.0,109587997,https://www.goodreads.com/book/show/6867.Atonement?ref=nav_sb_ss_1_9#CommunityReviews,https://en.wikipedia.org/wiki/Atonement_(novel),NA_not-pub-domain,,2002.0,2002-05-05,12.0,543.0,ATONEMENT,,,False,,,,,2001-01-01
298,Atonement,Ian McEwan,2001,English,na,1948,ALIVE,male,eng,GB,"playwriting,motion picture authorship","screenwriters,dramatists,authors",7565.0,1135.0,324.0,295.0,319.0,3.94,"517,674","22,428",293,141,799582.0,109587997,https://www.goodreads.com/book/show/6867.Atonement?ref=nav_sb_ss_1_9#CommunityReviews,https://en.wikipedia.org/wiki/Atonement_(novel),NA_not-pub-domain,,2002.0,2002-05-12,10.0,543.0,ATONEMENT,,,False,,,,,2001-01-01
298,Atonement,Ian McEwan,2001,English,na,1948,ALIVE,male,eng,GB,"playwriting,motion picture authorship","screenwriters,dramatists,authors",7565.0,1135.0,324.0,295.0,319.0,3.94,"517,674","22,428",293,141,799582.0,109587997,https://www.goodreads.com/book/show/6867.Atonement?ref=nav_sb_ss_1_9#CommunityReviews,https://en.wikipedia.org/wiki/Atonement_(novel),NA_not-pub-domain,,2002.0,2002-05-19,9.0,543.0,ATONEMENT,,,False,,,,,2001-01-01
298,Atonement,Ian McEwan,2001,English,na,1948,ALIVE,male,eng,GB,"playwriting,motion picture authorship","screenwriters,dramatists,authors",7565.0,1135.0,324.0,295.0,319.0,3.94,"517,674","22,428",293,141,799582.0,109587997,https://www.goodreads.com/book/show/6867.Atonement?ref=nav_sb_ss_1_9#CommunityReviews,https://en.wikipedia.org/wiki/Atonement_(novel),NA_not-pub-domain,,2002.0,2002-05-26,10.0,543.0,ATONEMENT,,,False,,,,,2001-01-01
298,Atonement,Ian McEwan,2001,English,na,1948,ALIVE,male,eng,GB,"playwriting,motion picture authorship","screenwriters,dramatists,authors",7565.0,1135.0,324.0,295.0,319.0,3.94,"517,674","22,428",293,141,799582.0,109587997,https://www.goodreads.com/book/show/6867.Atonement?ref=nav_sb_ss_1_9#CommunityReviews,https://en.wikipedia.org/wiki/Atonement_(novel),NA_not-pub-domain,,2002.0,2002-06-02,13.0,543.0,ATONEMENT,,,False,,,,,2001-01-01
298,Atonement,Ian McEwan,2001,English,na,1948,ALIVE,male,eng,GB,"playwriting,motion picture authorship","screenwriters,dramatists,authors",7565.0,1135.0,324.0,295.0,319.0,3.94,"517,674","22,428",293,141,799582.0,109587997,https://www.goodreads.com/book/show/6867.Atonement?ref=nav_sb_ss_1_9#CommunityReviews,https://en.wikipedia.org/wiki/Atonement_(novel),NA_not-pub-domain,,2002.0,2002-06-09,13.0,543.0,ATONEMENT,,,False,,,,,2001-01-01
298,Atonement,Ian McEwan,2001,English,na,1948,ALIVE,male,eng,GB,"playwriting,motion picture authorship","screenwriters,dramatists,authors",7565.0,1135.0,324.0,295.0,319.0,3.94,"517,674","22,428",293,141,799582.0,109587997,https://www.goodreads.com/book/show/6867.Atonement?ref=nav_sb_ss_1_9#CommunityReviews,https://en.wikipedia.org/wiki/Atonement_(novel),NA_not-pub-domain,,2002.0,2002-06-16,15.0,543.0,ATONEMENT,,,False,,,,,2001-01-01
298,Atonement,Ian McEwan,2001,English,na,1948,ALIVE,male,eng,GB,"playwriting,motion picture authorship","screenwriters,dramatists,authors",7565.0,1135.0,324.0,295.0,319.0,3.94,"517,674","22,428",293,141,799582.0,109587997,https://www.goodreads.com/book/show/6867.Atonement?ref=nav_sb_ss_1_9#CommunityReviews,https://en.wikipedia.org/wiki/Atonement_(novel),NA_not-pub-domain,,2002.0,2002-06-23,15.0,543.0,ATONEMENT,,,False,,,,,2001-01-01
298,Atonement,Ian McEwan,2001,English,na,1948,ALIVE,male,eng,GB,"playwriting,motion picture authorship","screenwriters,dramatists,authors",7565.0,1135.0,324.0,295.0,319.0,3.94,"517,674","22,428",293,141,799582.0,109587997,https://www.goodreads.com/book/show/6867.Atonement?ref=nav_sb_ss_1_9#CommunityReviews,https://en.wikipedia.org/wiki/Atonement_(novel),NA_not-pub-domain,,2003.0,2003-02-02,15.0,543.0,ATONEMENT,,,False,,,,,2001-01-01
299,Washington Square,Henry James,1880,English,na,1843,1916,male,eng,US,,"authors,writers",7798.0,4331.0,784.0,281.0,180.0,3.7,"23,257","1,997",438,456,570594.0,36920030,https://www.goodreads.com/book/show/133954.Washington_Square?ref=nav_sb_ss_1_17,https://en.wikipedia.org/wiki/Washington_Square_(novel),https://www.gutenberg.org/cache/epub/2870/pg2870.txt,,,,,,,384725.0,66815.0,True,1001.0,1178.0,105.0,2870,1880-01-01
300,Like Water for Chocolate,Laura Esquivel,1989,Spanish,romance,1950,ALIVE,female,spa,MX,"motion picture authorship,fiction,acting","screenwriters,novelists,authors,actresses,actors",4782.0,189.0,50.0,484.0,491.0,3.95,"365,541","13,400",279,171,4916810130.0,113190161,https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate?ref=nav_sb_ss_1_24,https://en.wikipedia.org/wiki/Like_Water_for_Chocolate_(novel),NA_not-pub-domain,unavailable,,,,,,,,False,,,,,1989-01-01
301,The Golden Compass,Philip Pullman,1995,English,na,1946,ALIVE,male,eng,GB,,"authors,teachers,dramatists",6923.0,561.0,112.0,356.0,472.0,4.02,"1,519,979","27,728",208,55,3376157456.0,115199438,https://www.goodreads.com/book/show/119322.The_Golden_Compass?ref=nav_sb_ss_1_18,https://en.wikipedia.org/wiki/Northern_Lights_(Pullman_novel),NA_not-pub-domain,,,,,,,,,False,,,,,1995-01-01
302,The Secret Life of Bees,Sue Monk Kidd,2001,English,na,1948,ALIVE,female,eng,US,"nursing,fiction,education","nurses,educators,authors",7654.0,520.0,196.0,287.0,408.0,4.09,"1,287,367","35,515",151,66,733897.0,3327561,https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees?ref=nav_sb_ss_1_23,https://en.wikipedia.org/wiki/The_Secret_Life_of_Bees_(novel),NA_not-pub-domain,,,,,,,,,False,,,,,2001-01-01
303,The Fault In Our Stars,John Green,2012,English,romance,1977,ALIVE,male,eng,US,"novels,fiction authorship,childrens literature authorship,book reviewing","periodical editors,novelists,authors",8222.0,656.0,308.0,262.0,331.0,4.14,"5,106,984","178,231",113,6,1035140436.0,41229323,https://www.goodreads.com/book/show/11870085-the-fault-in-our-stars?ref=nav_sb_ss_1_22,https://en.wikipedia.org/wiki/The_Fault_in_Our_Stars,NA_not-pub-domain,,,,,,,,,False,,,,,2012-01-01
304,Nostromo,Joseph Conrad,1904,English,political,1857,1924,male,eng,GB,english literature,novelists,7976.0,4800.0,939.0,273.0,159.0,3.81,"16,888",824,388,468,196528323.0,73862853,https://www.goodreads.com/book/show/115476.Nostromo?ref=nav_sb_ss_1_8,https://en.wikipedia.org/wiki/Nostromo,https://www.gutenberg.org/cache/epub/2021/pg2021.txt,,,,,,,1004795.0,173477.0,True,1900.0,406.0,273.0,2021,1904-01-01
305,Finnegans Wake,James Joyce,1939,English,na,1882,1941,male,eng,IE,"short stories,novels",novelists,8108.0,211.0,561.0,270.0,227.0,3.68,"12,857","1,217",456,478,613184.0,44300643,https://www.goodreads.com/book/show/11013.Finnegans_Wake?ref=nav_sb_ss_1_14,https://en.wikipedia.org/wiki/Finnegans_Wake,NA_not-pub-domain,,,,,,,,,False,,,,,1939-01-01
306,The Brethren,John Grisham,2000,English,thrillers,1955,ALIVE,male,eng,US,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",7482.0,539.0,350.0,300.0,302.0,3.76,"95,463","2,370",417,328,831842.0,7449742,https://www.goodreads.com/book/show/5354.The_Brethren?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/The_Brethren_(Grisham_novel),NA_not-pub-domain,,,,,,,,,False,,,,,2000-01-01
307,Coraline,Neil Gaiman,2002,English,na,1960,ALIVE,male,eng,GB,"motion picture plays,horror tales,graphic novels,fiction,fantasy fiction",authors,8129.0,710.0,365.0,267.0,295.0,4.12,"686,847","36,496",126,118,5611516991.0,103859257,https://www.goodreads.com/book/show/17061.Coraline?ref=nav_sb_ss_1_8,https://en.wikipedia.org/wiki/Coraline,NA_not-pub-domain,,,,,,,,,False,,,,,2002-01-01
308,Heart of Darkness,Joseph Conrad,1902,English,na,1857,1924,male,eng,GB,english literature,novelists,8995.0,6585.0,1440.0,220.0,100.0,3.43,"510,594","20,462",494,143,387114.0,73862853,https://www.goodreads.com/book/show/4900.Heart_of_Darkness?ref=nav_sb_ss_1_17,https://en.wikipedia.org/wiki/Heart_of_Darkness,https://www.gutenberg.org/cache/epub/219/pg219.txt,,,,,,,232925.0,40957.0,True,384.0,49.0,96.0,219,1902-01-01
309,On the Banks of Plum Creek,Laura Ingalls Wilder,1937,English,autobio,1867,1957,female,eng,US,,women authors,7615.0,216.0,192.0,291.0,413.0,4.22,"101,148","2,341",61,317,2453051575.0,34464422,https://www.goodreads.com/book/show/7882.On_the_Banks_of_Plum_Creek?ref=nav_sb_ss_1_26,https://en.wikipedia.org/wiki/On_the_Banks_of_Plum_Creek,NA_not-pub-domain,,,,,,,,,False,,,,,1937-01-01
310,Rebecca of Sunnybrook Farm,Kate Douglas Smith Wiggin,1903,English,na,1856,1923,female,eng,US,"education,editing,childrens literature","authors,educators,editors,composers",7021.0,2628.0,285.0,345.0,342.0,3.87,"34,831",981,347,425,341999.0,84074118,https://www.goodreads.com/book/show/17529.Rebecca_of_Sunnybrook_Farm?ref=nav_sb_ss_1_26,https://en.wikipedia.org/wiki/Rebecca_of_Sunnybrook_Farm,https://www.gutenberg.org/cache/epub/498/pg498.txt,,,,,,,439061.0,76688.0,True,305.0,901.0,244.0,498,1903-01-01
311,The Ambassadors,Henry James,1903,English,na,1843,1916,male,eng,US,,"authors,writers",7704.0,5428.0,705.0,286.0,200.0,3.64,"12,411",767,468,479,427919.0,36920030,https://www.goodreads.com/book/show/775366.The_Ambassadors?ref=nav_sb_ss_2_15,https://en.wikipedia.org/wiki/The_Ambassadors,https://www.gutenberg.org/cache/epub/432/pg432.txt,,,,,,,942046.0,165092.0,True,3233.0,1562.0,555.0,432,1903-01-01
312,The Secret Agent,Joseph Conrad,1907,English,political,1857,1924,male,eng,GB,english literature,novelists,7606.0,3486.0,1140.0,293.0,135.0,3.59,"22,615","1,735",474,458,587172.0,73862853,https://www.goodreads.com/book/show/86658.The_Secret_Agent?ref=nav_sb_ss_1_16,https://en.wikipedia.org/wiki/The_Secret_Agent,https://www.gutenberg.org/cache/epub/974/pg974.txt,,,,,,,551339.0,93343.0,True,1053.0,368.0,111.0,974,1907-01-01
313,The House on Mango Street,Sandra Cisneros,1984,English,bildung,1954,ALIVE,female,eng,US,creative writing,authors,6424.0,354.0,197.0,414.0,407.0,3.69,"188,095","16,629",449,247,862349.0,112460612,https://www.goodreads.com/book/show/139253.The_House_on_Mango_Street?ref=nav_sb_ss_1_25,https://en.wikipedia.org/wiki/The_House_on_Mango_Street,NA_not-pub-domain,,,,,,,,,False,,,,,1984-01-01
314,Go Tell It on the Mountain,James Baldwin,1953,English,bildung,1924,1987,male,eng,US,"poetry,fiction,drama,civil rights","poets,novelists,dramatists,civil rights workers,authors",8052.0,350.0,410.0,271.0,276.0,4.04,"67,966","4,942",189,365,9262123.0,97644708,https://www.goodreads.com/book/show/17143.Go_Tell_It_on_the_Mountain?ref=nav_sb_ss_1_26,https://en.wikipedia.org/wiki/Go_Tell_It_on_the_Mountain_(novel),NA_not-pub-domain,,,,,,,,,False,,,,,1953-01-01
315,The Testament,John Grisham,1999,English,thrillers,1955,ALIVE,male,eng,US,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",7211.0,507.0,373.0,319.0,290.0,3.9,"118,653","3,738",325,297,321796.0,7449742,https://www.goodreads.com/book/show/5348.The_Testament?ref=nav_sb_ss_2_13,https://en.wikipedia.org/wiki/The_Testament_(Grisham_novel),NA_not-pub-domain,,,,,,,,,False,,,,,1999-01-01
316,The Clan of the Cave Bear,Jean M. Auel,1980,English,history,1936,ALIVE,female,eng,US,,novelists,6821.0,379.0,209.0,368.0,396.0,4.09,"266,166","8,012",152,214,196365481.0,79487364,https://www.goodreads.com/book/show/40611463-the-clan-of-the-cave-bear?ref=nav_sb_ss_1_25,https://en.wikipedia.org/wiki/The_Clan_of_the_Cave_Bear,NA_not-pub-domain,,,,,,,,,False,,,,,1980-01-01
317,Cranford,Elizabeth Cleghorn Gaskell,1853,English,na,1810,1865,female,eng,GB,"short stories,novels,biographies","novelists,biographers,authors",7766.0,5124.0,1164.0,283.0,130.0,3.84,"43,847","3,312",370,404,323046.0,39377536,https://www.goodreads.com/book/show/182381.Cranford?ref=nav_sb_ss_1_8,https://en.wikipedia.org/wiki/Cranford_(novel),https://www.gutenberg.org/cache/epub/394/pg394.txt,,,,,,,415786.0,74024.0,True,544.0,1017.0,217.0,394,1853-01-01
318,Because of Winn-Dixie,Kate DiCamillo,2000,English,na,1964,ALIVE,female,eng,US,,authors,8393.0,620.0,186.0,245.0,418.0,4.09,"255,830","11,242",153,220,364322.0,82181498,https://www.goodreads.com/book/show/357664.Because_of_Winn_Dixie?ref=nav_sb_ss_1_21,https://en.wikipedia.org/wiki/Because_of_Winn-Dixie,NA_not-pub-domain,,,,,,,,,False,,,,,2000-01-01
319,My Side of the Mountain,Jean Craighead George,1959,English,na,1919,2012,female,eng,US,childrens literature,author,7468.0,88.0,163.0,301.0,446.0,4.09,"77,035","4,431",154,352,507389.0,44418732,https://www.goodreads.com/book/show/41667.My_Side_of_the_Mountain?ref=nav_sb_ss_1_23,https://en.wikipedia.org/wiki/My_Side_of_the_Mountain,NA_not-pub-domain,,,,,,,,,False,,,,,1959-01-01
320,The Runaway Jury,John Grisham,1996,English,thrillers,1955,ALIVE,male,eng,US,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",6479.0,467.0,246.0,409.0,368.0,4.02,"303,076","2,702",209,195,2908612220.0,7449742,https://www.goodreads.com/book/show/24192.The_Runaway_Jury?ref=nav_sb_ss_1_16,https://en.wikipedia.org/wiki/The_Runaway_Jury,NA_not-pub-domain,,,,,,,,,False,,,,,1996-01-01
321,The Mouse and the Motorcycle,Beverly Cleary,1965,English,na,1916,2021,female,eng,US,"young adult literature,childrens literature",authors,7141.0,303.0,164.0,325.0,442.0,3.96,"85,460","2,575",270,344,44874.0,68927197,https://www.goodreads.com/book/show/232109.The_Mouse_and_the_Motorcycle?ref=nav_sb_ss_1_28,https://en.wikipedia.org/wiki/The_Mouse_and_the_Motorcycle,NA_not-pub-domain,,,,,,,,,False,,,,,1965-01-01
322,The Lost Symbol,Dan Brown,2009,English,thrillers,1964,ALIVE,male,eng,US,"suspense fiction,fiction","novelists american,authors american",7501.0,709.0,264.0,299.0,353.0,3.75,"607,162","29,582",424,129,276525432.0,102403515,https://www.goodreads.com/book/show/6411961-the-lost-symbol?ref=nav_sb_ss_1_15,https://en.wikipedia.org/wiki/The_Lost_Symbol,NA_not-pub-domain,,,,,,,,,False,,,,,2009-01-01
323,The Forsyte Saga,John Galsworthy,1922,English,na,1867,1933,male,eng,GB,,authors english,7544.0,1599.0,718.0,297.0,195.0,4.18,"19,963",994,83,464,137294.0,61561917,https://www.goodreads.com/book/show/103159.The_Forsyte_Saga?ref=nav_sb_ss_1_16,https://en.wikipedia.org/wiki/The_Forsyte_Saga,https://www.gutenberg.org/cache/epub/2559/pg2559.txt ; https://www.gutenberg.org/cache/epub/2594/pg2594.txt ; https://www.gutenberg.org/cache/epub/2596/pg2596.txt,,,,,,,,,False,,,,2559,1922-01-01
324,Gone Girl,Gillian Flynn,2012,English,thrillers,1971,ALIVE,female,eng,US,"writing,motion pictures production and direction,detective and mystery stories,suspense fiction","motion picture producers and directors,authors",7383.0,697.0,252.0,307.0,363.0,4.13,"3,072,358","153,867",120,23,1076468797.0,103168327,https://www.goodreads.com/book/show/19288043-gone-girl?ref=nav_sb_ss_1_9,https://en.wikipedia.org/wiki/Gone_Girl_(novel),NA_not-pub-domain,,,,,,,,,False,,,,,2012-01-01
325,The Lightning Thief,Rick Riordan,2005,English,fantasy,1964,ALIVE,male,eng,US,"teaching,authorship","teachers,authors",8277.0,697.0,258.0,255.0,358.0,4.31,"2,983,515","101,619",32,25,3374230774.0,60214017,https://www.goodreads.com/book/show/28187.The_Lightning_Thief?ref=nav_sb_ss_1_19,https://en.wikipedia.org/wiki/The_Lightning_Thief,NA_not-pub-domain,,,,,,,,,False,,,,,2005-01-01
326,The Last Days of Pompeii,Edward Bulwer Lytton,1834,English,history,1803,1873,male,eng,GB,literature,"politicians,authors",6677.0,2493.0,1203.0,384.0,125.0,3.58,"2,331",218,478,496,557910.0,99871326,https://www.goodreads.com/book/show/888.The_Last_Days_of_Pompeii?ref=nav_sb_ss_1_24,https://en.wikipedia.org/wiki/The_Last_Days_of_Pompeii,https://www.gutenberg.org/cache/epub/1565/pg1565.txt,,,,,,,905769.0,152172.0,True,1300.0,786.0,587.0,1565,1834-01-01
327,The Reader,Bernhard Schlink,1995,German,na,1944,ALIVE,male,ger,DE,,"lawyers,authors german",7358.0,465.0,394.0,308.0,283.0,3.78,"209,610","12,796",409,235,12199216572.0,59157273,https://www.goodreads.com/book/show/101299.The_Reader?ref=nav_sb_ss_1_10,https://en.wikipedia.org/wiki/The_Reader,NA_not-pub-domain,unavailable,,,,,,,,False,,,,,1995-01-01
328,Caddie Woodlawn,Carol Ryrie Brink,1935,English,na,1895,1981,female,eng,US,childrens literature,"women novelists,women authors",7395.0,149.0,197.0,305.0,406.0,4.02,"51,949","1,786",210,391,4820466524.0,113883530,https://www.goodreads.com/book/show/205821.Caddie_Woodlawn?ref=nav_sb_noss_l_15,https://en.wikipedia.org/wiki/Caddie_Woodlawn,NA_not-pub-domain,,,,,,,,,False,,,,,1935-01-01
329,The Tale of Despereaux,Kate DiCamillo,2003,English,na,1964,ALIVE,female,eng,US,,authors,7633.0,515.0,157.0,288.0,449.0,4.07,"198,186","12,171",167,241,9622347201.0,82181498,https://www.goodreads.com/book/show/37190.The_Tale_of_Despereaux?ref=nav_sb_ss_1_22,https://en.wikipedia.org/wiki/The_Tale_of_Despereaux,NA_not-pub-domain,,,,,,,,,False,,,,,2003-01-01
330,The Girl Who Kicked the Hornet's Nest,Stieg Larsson,2007,Swedish,thrillers,1954,2004,male,swe,SE,crime fiction,"journalists,authors swedish",6989.0,628.0,287.0,350.0,340.0,4.24,"732,839","31,302",54,110,377943064.0,54441441,https://www.goodreads.com/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest?ref=nav_sb_ss_1_37,https://en.wikipedia.org/wiki/The_Girl_Who_Kicked_the_Hornets%27_Nest,NA_not-pub-domain,unavailable,,,,,,,,False,,,,,2007-01-01
331,Dear Mr. Henshaw,Beverly Cleary,1983,English,na,1916,2021,female,eng,US,"young adult literature,childrens literature",authors,7243.0,294.0,165.0,316.0,440.0,3.78,"40,597","1,967",410,407,574255.0,68927197,https://www.goodreads.com/book/show/105999.Dear_Mr_Henshaw?ref=nav_sb_ss_1_16,https://en.wikipedia.org/wiki/Dear_Mr._Henshaw,NA_not-pub-domain,,,,,,,,,False,,,,,1983-01-01
332,The Killer Angels,Michael Shaara,1974,English,history,1928,1988,male,eng,US,,,7248.0,359.0,181.0,315.0,422.0,4.33,"85,836","5,524",27,342,346785.0,77624966,https://www.goodreads.com/book/show/682804.The_Killer_Angels?ref=nav_sb_ss_1_17,https://en.wikipedia.org/wiki/The_Killer_Angels,NA_not-pub-domain,,,,,,,,,False,,,,,1974-01-01
333,Chronicle of a Death Foretold,Gabriel García Márquez,1981,Spanish,na,1927,2014,male,spa,CO,"magic realist fiction,magic realism literature,journalism,screenplays","novelists,journalists,authors",7505.0,321.0,725.0,298.0,193.0,3.97,"191,299","11,131",259,245,569971.0,54147956,https://www.goodreads.com/book/show/23878.Chronicle_of_a_Death_Foretold?ref=nav_sb_ss_1_29,https://en.wikipedia.org/wiki/Chronicle_of_a_Death_Foretold,NA_not-pub-domain,unavailable,,,,,,,,False,,,,,1981-01-01
334,The Five People You Meet In Heaven,Mitch Albom,2003,English,na,1958,ALIVE,male,eng,US,"music,journalism,generosity,fiction","philanthropists,musicians,journalists,authors",7346.0,268.0,182.0,310.0,420.0,3.99,"717,021","28,217",240,112,582870.0,97615503,https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven?ref=nav_sb_ss_1_34,https://en.wikipedia.org/wiki/The_Five_People_You_Meet_in_Heaven,NA_not-pub-domain,,,,,,,,,False,,,,,2003-01-01
335,The Master and Margarita,Mikhail Bulgakov,1967,Russian,political,1891,1940,male,rus,RU,"russian literature,medicine","physicians,dramatists,authors russian",7387.0,538.0,1026.0,306.0,149.0,4.29,"350,042","20,451",38,175,311231113.0,99836700,https://www.goodreads.com/book/show/117833.The_Master_and_Margarita?ref=nav_sb_ss_1_24,https://en.wikipedia.org/wiki/The_Master_and_Margarita,NA_not-pub-domain,unavailable,,,,,,,,False,,,,,1967-01-01
336,"Winesburg, Ohio",Sherwood Anderson,1919,English,na,1876,1941,male,eng,US,,novelists,6172.0,2925.0,500.0,443.0,243.0,3.84,"34,596","2,857",371,426,463621.0,39372890,https://www.goodreads.com/book/show/80176.Winesburg_Ohio?ref=nav_sb_ss_1_15,"https://en.wikipedia.org/wiki/Winesburg,_Ohio",https://www.gutenberg.org/cache/epub/416/pg416.txt,,,,,,,422017.0,77189.0,True,1505.0,588.0,207.0,416,1919-01-01
337,P Is for Peril,Sue Grafton,2001,English,mystery,1940,2017,female,eng,US,"education,detective and mystery stories","novelists,college teachers",5421.0,399.0,108.0,473.0,475.0,3.88,"27,820","1,153",336,444,881672.0,113386374,https://www.goodreads.com/book/show/380976.P_is_for_Peril?from_search=true&from_srp=true&qid=qUZs8qPcFu&rank=1,https://en.wikipedia.org/wiki/%22P%22_Is_for_Peril,NA_not-pub-domain,,,,,,,,,False,,,,,2001-01-01
338,My Sister's Keeper,Jodi Picoult,2004,English,na,1966,ALIVE,female,eng,US,"novels,fiction,creative writing",authors,7104.0,307.0,211.0,332.0,395.0,4.1,"1,214,523","37,356",138,70,140998416.0,37821799,https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper?ref=nav_sb_ss_1_18,https://en.wikipedia.org/wiki/My_Sister%27s_Keeper_(novel),NA_not-pub-domain,,,,,,,,,False,,,,,2004-01-01
339,Barnaby Rudge,Charles Dickens,1841,English,political,1812,1870,male,eng,GB,english literature,"authors english,writers,novelists",12228.0,4440.0,1604.0,124.0,78.0,3.82,"10,737",779,385,482,2044976179.0,88666393,https://www.goodreads.com/book/show/11026.Barnaby_Rudge?ref=nav_sb_ss_1_13,https://en.wikipedia.org/wiki/Barnaby_Rudge,https://www.gutenberg.org/cache/epub/917/pg917.txt,,,,,,,1465815.0,256343.0,True,3246.0,869.0,1178.0,917,1841-01-01
